qid,policy,representation,packer,em,f1,ans_in_context,gold_token_density,gold_doc_reader_cov,context_tokens,base_recall@5,base_all_gold@5
8e624f8b08cc11ebbd93ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.5822,1.0,146.0,1.0,1.0
42a0e6420bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4562,0.5,160.0,0.5,0.0
7727c58e0bb011ebab90acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2365,0.5,148.0,0.5,0.0
e171d29a0bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4745,0.5,137.0,0.5,0.0
1baf4cae0bb011ebab90acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2722,0.5,158.0,0.5,0.0
b8fd57ac0bd911eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1226,0.5,155.0,0.5,0.0
3e9da5a00bdb11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1689,0.5,148.0,0.5,0.0
1dbd09b308a111ebbd78ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.5033,1.0,153.0,1.0,1.0
6cf395fc0bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.4342,0.5,152.0,1.0,1.0
be9e070c0bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.2157,0.5,153.0,0.5,0.0
5ff291a80bda11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2432,0.5,148.0,0.5,0.0
4572eff008b311ebbd86ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.3935,0.5,155.0,0.5,0.0
6264f95a08d611ebbd98ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.4091,0.5,154.0,0.5,0.0
a94aaff40bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1062,0.5,160.0,0.5,0.0
042bf0e00bde11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1208,0.5,149.0,0.5,0.0
20e8ac0c08c111ebbd8bac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.3037,0.25,135.0,0.5,0.0
57bf31020bdb11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.3851,0.5,148.0,1.0,1.0
de6a45640bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.462,0.5,158.0,1.0,1.0
bb5b1ade0bd911eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2839,0.5,155.0,1.0,1.0
dc4c7573087211ebbd66ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2774,0.5,155.0,1.0,1.0
82af24340bdc11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5621,0.5,153.0,0.5,0.0
36787917086811ebbd5eac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,0.0,0.2876,0.5,153.0,1.0,1.0
8d00bdcb08e511ebbda4ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4562,1.0,160.0,1.0,1.0
57a045a108d211ebbd95ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.7342,0.5,158.0,0.5,0.0
a56c1bd7087a11ebbd67ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.3333,1.0,0.4967,0.5,151.0,0.5,0.0
28986e180bde11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2188,0.5,160.0,0.5,0.0
8a6610400bda11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2917,0.5,144.0,0.5,0.0
c1ed092a0bd911eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4069,0.5,145.0,0.5,0.0
a1cdb240085811ebbd5bac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,1.0,0.5,149.0,0.75,0.0
b8fab0b60bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3768,0.5,138.0,0.5,0.0
b4f937fb08cf11ebbd95ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.6447,0.5,152.0,0.5,0.0
ab7c8844087011ebbd63ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6104,0.5,154.0,0.5,0.0
8babf99e0bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.6667,1.0,0.6813,1.0,160.0,1.0,1.0
6a419ba2087611ebbd67ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.349,0.5,149.0,0.5,0.0
60315e4508c711ebbd91ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.6494,0.25,154.0,0.5,0.0
9418bbd6087611ebbd67ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4706,0.5,153.0,0.5,0.0
edc7147208dd11ebbd9eac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4177,0.5,158.0,0.5,0.0
525d90d8086f11ebbd62ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.6968,0.5,155.0,0.5,0.0
33e0136a08ce11ebbd94ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3625,1.0,160.0,1.0,1.0
6f8bb027090811ebbdadac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4013,0.5,157.0,1.0,1.0
c34ebefd08ab11ebbd82ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.7793,0.5,145.0,0.5,0.0
eee6c1ba0bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2704,0.5,159.0,1.0,1.0
17e3349208df11ebbd9fac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.7613,1.0,155.0,1.0,1.0
47bafeb40bde11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5188,0.5,160.0,1.0,1.0
99f4bab408f011ebbda8ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.7383,1.0,149.0,1.0,1.0
b2db6b6c0bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4853,0.5,136.0,0.5,0.0
9771c3900bdc11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5192,0.5,156.0,0.5,0.0
61765e220baf11ebab90acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,150.0,0.5,0.0
226833f20bde11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4238,0.5,151.0,1.0,1.0
2614d9b5088311ebbd6dac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4118,0.5,153.0,0.5,0.0
9686afee0bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2886,0.5,149.0,0.5,0.0
0fd5f2ec0bde11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3387,0.5,124.0,0.5,0.0
77da8e7c08da11ebbd9cac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4258,0.5,155.0,0.5,0.0
2f7b989a0bde11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,151.0,0.5,0.0
e2c63dc4097c11ebbdb0ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.2562,0.5,160.0,1.0,1.0
0beb61ca0bda11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1935,0.5,155.0,0.5,0.0
9b501233087b11ebbd68ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.4,0.0,0.5443,1.0,158.0,1.0,1.0
a8fd65140bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6397,0.5,136.0,0.5,0.0
4e3a4cfa0bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.1562,0.5,160.0,0.5,0.0
656cfe0a0bdc11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1656,0.5,157.0,0.5,0.0
a386f9980baf11ebab90acde48001122,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.8212,1.0,151.0,1.0,1.0
d9d459a2097311ebbdb0ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.3165,1.0,158.0,1.0,1.0
f60858c308fa11ebbdacac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,0.0,0.3631,0.5,157.0,1.0,1.0
5aafa7d60bde11eba7f7acde48001122,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.4903,0.5,155.0,1.0,1.0
32493228084911ebbd55ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.9673,0.75,153.0,0.75,0.0
90b5ca2c0bd911eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4967,0.5,151.0,0.5,0.0
5a83ed2f086611ebbd5eac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,0.0,0.3608,0.5,158.0,0.5,0.0
695c85a1086a11ebbd5fac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.8205,0.75,156.0,0.75,0.0
f36595920bae11ebab90acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.8187,1.0,160.0,1.0,1.0
ac44347a0bdb11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6776,0.5,152.0,0.5,0.0
927ed7aa0bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.3013,0.5,156.0,1.0,1.0
dcbee4b608b011ebbd85ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.7516,0.5,157.0,0.5,0.0
bc89face0bd911eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2437,0.5,160.0,0.5,0.0
87a90ac60bb011ebab90acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4221,0.5,154.0,0.5,0.0
2231ab5e0bdc11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4591,0.5,159.0,1.0,1.0
578bf2400bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.7375,1.0,160.0,1.0,1.0
9c91985408bd11ebbd8aac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4595,0.5,148.0,1.0,1.0
1924a1240bdc11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2237,0.5,152.0,0.5,0.0
f889c6fe084f11ebbd56ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.7616,0.5,151.0,0.5,0.0
ab715764085011ebbd57ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.2185,0.25,151.0,0.5,0.0
22a7814c0bde11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2793,0.5,111.0,0.5,0.0
147c6e160bde11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.4,0.0,0.6824,1.0,148.0,1.0,1.0
3afdad9c086f11ebbd62ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4632,1.0,136.0,1.0,1.0
9d3cb40b089011ebbd72ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.2185,1.0,151.0,1.0,1.0
3ccbcad20bda11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4,0.5,140.0,0.5,0.0
ad99dad00bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7,0.5,150.0,0.5,0.0
dd19e9e00baf11ebab90acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5034,0.5,145.0,0.5,0.0
9b26e26a0bda11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1938,0.5,160.0,1.0,1.0
03ab64820bdb11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5177,0.5,141.0,1.0,1.0
650ee40e0bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,139.0,0.5,0.0
d48dbb8c08ba11ebbd88ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.8313,1.0,160.0,1.0,1.0
b4999c400bdc11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1688,0.5,160.0,0.5,0.0
c6128932093b11ebbdaeac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.8378,1.0,148.0,1.0,1.0
5029152e085d11ebbd5cac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.2703,0.5,148.0,1.0,1.0
3f78aa9408c811ebbd91ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.562,0.5,137.0,0.5,0.0
56afa910094a11ebbdaeac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.7962,1.0,157.0,1.0,1.0
718ea2cf084911ebbd55ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.7847,1.0,144.0,1.0,1.0
02506a4208b611ebbd88ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7023,1.0,131.0,1.0,1.0
b1b970760bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,145.0,0.5,0.0
c7f7a0de0baf11ebab90acde48001122,chunk_focused_160,chunk,focused,0.0,0.3333,0.0,0.3497,0.5,143.0,0.5,0.0
295f9dee08fc11ebbdadac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.4468,1.0,141.0,1.0,1.0
f289b90a0bdb11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6944,0.5,144.0,0.5,0.0
e6e6fe080bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.443,0.5,158.0,0.5,0.0
e8f66e1e0baf11ebab90acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,156.0,1.0,1.0
6062c78808a711ebbd7fac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.3268,0.5,153.0,0.5,0.0
20d840a20bdb11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.2914,0.5,151.0,1.0,1.0
03eeef5508b611ebbd88ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.702,1.0,151.0,1.0,1.0
0c585dbc0bde11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2267,0.5,150.0,0.5,0.0
eb2b1a37095c11ebbdaeac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.519,1.0,158.0,1.0,1.0
87e0dbe40bd911eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6918,0.5,159.0,1.0,1.0
eafb6d960bae11ebab90acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4755,1.0,143.0,1.0,1.0
0507b29d088c11ebbd6fac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.4315,1.0,146.0,1.0,1.0
051912f3086f11ebbd62ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.2715,0.5,151.0,0.75,0.0
f9ac302a0bd911eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5,0.5,124.0,0.5,0.0
7349f16a08c411ebbd8eac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4934,0.5,152.0,0.5,0.0
803a31b9089d11ebbd78ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6887,0.75,151.0,0.75,0.0
0477690a0bdc11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3106,0.5,132.0,0.5,0.0
3d14d8e508ec11ebbda7ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.375,1.0,160.0,1.0,1.0
990b1ed00bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.8252,0.5,143.0,1.0,1.0
25f075ca088411ebbd6dac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.3688,1.0,160.0,1.0,1.0
7c8243220bda11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7516,0.5,157.0,0.5,0.0
f05aae8a094911ebbdaeac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.6118,1.0,152.0,1.0,1.0
9ba59c1a0bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.087,0.5,138.0,0.5,0.0
eee9445408b211ebbd85ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,0.0,0.7358,1.0,159.0,1.0,1.0
480ca2c0084e11ebbd56ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,0.0,0.3782,0.5,156.0,1.0,1.0
83ece44408f011ebbda8ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7933,1.0,150.0,1.0,1.0
60bd1546089111ebbd73ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3885,0.5,157.0,1.0,1.0
ef0db64a08f311ebbdaaac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4028,0.5,144.0,1.0,1.0
8906523108d011ebbd95ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,1.0,0.75,142.0,0.75,0.0
16a549d40bb011ebab90acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.7386,1.0,153.0,1.0,1.0
e2daf4e80bda11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1837,0.5,147.0,0.5,0.0
96a1b68a0bd911eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.3161,0.5,155.0,0.5,0.0
a594836a0bda11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4,0.5,145.0,0.5,0.0
3bee1660089911ebbd77ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.3379,0.5,145.0,0.5,0.0
2e2e15e60bdc11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1447,0.5,159.0,0.5,0.0
850e2d1308f311ebbdaaac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.5195,1.0,154.0,1.0,1.0
8fd5eb0f08a111ebbd79ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.6855,1.0,159.0,1.0,1.0
a8396b140bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.8718,1.0,156.0,1.0,1.0
c7c0fbdc0bdd11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2353,0.5,153.0,0.5,0.0
8df60c32088411ebbd6dac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7736,1.0,159.0,1.0,1.0
4f160a1c0bdb11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.5,1.0,0.4737,1.0,133.0,1.0,1.0
467ac35e0bde11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1688,0.5,154.0,0.5,0.0
2eec9ea609ba11ebbdb0ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7372,1.0,156.0,1.0,1.0
8ef4073e0bda11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.183,0.5,153.0,0.5,0.0
52ac9cc4096c11ebbdafac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7078,1.0,154.0,1.0,1.0
678745f80bda11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.7674,0.5,129.0,0.5,0.0
566c1a10086911ebbd5eac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.443,0.5,158.0,0.5,0.0
fb52e1ec0bdb11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2484,0.5,157.0,1.0,1.0
1d38646108e611ebbda4ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.2632,0.25,152.0,0.5,0.0
0630f04a08b211ebbd85ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.4641,0.5,153.0,0.5,0.0
5cbfe404087411ebbd67ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,0.0,0.2517,0.5,143.0,1.0,1.0
e9766740088711ebbd6eac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.7255,1.0,153.0,1.0,1.0
2207dd2108ea11ebbda7ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,0.0,0.2662,0.5,154.0,1.0,1.0
9c78f60708d511ebbd98ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.3878,1.0,98.0,1.0,1.0
a50f86fd08aa11ebbd80ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.7937,1.0,160.0,1.0,1.0
a8b7489a08c211ebbd8cac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.7885,0.5,156.0,0.5,0.0
89024aba08a411ebbd7dac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.3333,0.25,156.0,0.5,0.0
1a76997408a311ebbd7bac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4586,0.5,157.0,0.5,0.0
1b91365c08a311ebbd7bac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7025,1.0,158.0,1.0,1.0
3367e9a2093a11ebbdaeac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.5779,1.0,154.0,1.0,1.0
fac0692508c111ebbd8bac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.5605,1.0,157.0,1.0,1.0
548b159108eb11ebbda7ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,0.0,0.7125,1.0,160.0,1.0,1.0
2c316f4608bb11ebbd88ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.66,1.0,150.0,1.0,1.0
ec95927a0bdc11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7947,0.5,151.0,0.5,0.0
8b6a5821091111ebbdadac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.425,1.0,160.0,1.0,1.0
a7c1f38708d111ebbd95ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.6078,0.5,153.0,0.5,0.0
d9f699040bda11eba7f7acde48001122,chunk_focused_160,chunk,focused,1.0,1.0,0.0,0.3893,0.5,149.0,1.0,1.0
96de627e090811ebbdadac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.4494,1.0,158.0,1.0,1.0
290458a20bda11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.1772,0.5,158.0,0.5,0.0
0484ed780baf11ebab90acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,140.0,0.5,0.0
18c496060bde11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4228,0.5,149.0,0.5,0.0
abab8b2408f111ebbda9ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.4685,1.0,143.0,1.0,1.0
cca291da08c511ebbd8fac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.8322,0.5,149.0,0.5,0.0
43d802e20bd911eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,150.0,0.5,0.0
c305f0c008a911ebbd80ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.7152,1.0,151.0,1.0,1.0
8d3f96db095a11ebbdaeac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.7296,1.0,159.0,1.0,1.0
4039b1be08d511ebbd98ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.6536,0.5,153.0,0.75,0.0
a4d797a40bdb11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.0,0.0,135.0,0.5,0.0
448763db08e711ebbda5ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.4015,0.5,137.0,0.5,0.0
4e7335020bdc11eba7f7acde48001122,chunk_focused_160,chunk,focused,0.0,0.0,0.0,0.5616,0.5,146.0,1.0,1.0
32c684c3089d11ebbd78ac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.3375,0.25,160.0,0.5,0.0
13666b4a085b11ebbd5cac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.1795,0.5,156.0,1.0,1.0
c3392729092211ebbdaeac1f6bf848b6,chunk_focused_160,chunk,focused,0.0,0.0,1.0,0.6667,1.0,159.0,1.0,1.0
4eda169608b711ebbd88ac1f6bf848b6,chunk_focused_160,chunk,focused,1.0,1.0,1.0,0.4375,0.5,160.0,0.5,0.0
1691ef940bdb11eba7f7acde48001122,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.1049,0.5,143.0,0.5,0.0
c37f944e08e611ebbda5ac1f6bf848b6,chunk_mmr_160,chunk,mmr,1.0,1.0,1.0,0.7163,1.0,141.0,1.0,1.0
e2c19fd80bae11ebab90acde48001122,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.9172,0.5,145.0,0.5,0.0
17d8beda089f11ebbd78ac1f6bf848b6,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.6933,0.5,150.0,0.5,0.0
ea3ca41f09b811ebbdb0ac1f6bf848b6,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.2914,0.5,151.0,1.0,1.0
3f0eaa5e089611ebbd76ac1f6bf848b6,chunk_mmr_160,chunk,mmr,0.0,0.0,1.0,0.4615,0.5,156.0,0.5,0.0
26c8ec120bb011ebab90acde48001122,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.4148,0.5,135.0,1.0,1.0
12b4665008f811ebbdaaac1f6bf848b6,chunk_mmr_160,chunk,mmr,1.0,1.0,0.0,0.4465,1.0,159.0,1.0,1.0
812e7fdc0bb011ebab90acde48001122,chunk_mmr_160,chunk,mmr,0.0,0.25,0.0,0.55,0.5,160.0,0.5,0.0
0eb54158087b11ebbd67ac1f6bf848b6,chunk_mmr_160,chunk,mmr,1.0,1.0,1.0,0.7727,0.5,154.0,0.5,0.0
d51346140bdd11eba7f7acde48001122,chunk_mmr_160,chunk,mmr,0.0,0.0,0.0,0.3147,0.5,143.0,1.0,1.0
